index,need,cpu,graphicard,hardisk,ram,screen
1772,I need a computer with a good trackpad and battery life which can max out any games.,2,1,5,3,2
1773,The build quality has to be awesome in my computer. I also want the design and the price to be nice. It should have the best cooling and runs silently. The SSD should be good.,2,1,5,3,2
1774,I want a well-built computer.,2,1,5,3,2
1775,I need a good video card to go with my computer.,2,1,5,3,2
1776,I need a computer with great build quality.,2,1,5,3,2
1777,I need a good gaming laptop.,2,1,5,3,2
1778,"I have been working in the computer industry and I am finding myself a computer with nice build quality and nice finish. I want a balanced weight so I don't feel like damaging the laptop. The viewing angles should be decent, as well as the touchpad. I want it to be sturdy, economical and portable.",2,3,3,3,4
1779,"I need a new computer that is lightweight, quiet and fast. I want the touchscreen to be excellent with a good resolution and the SSD should be amazing.",2,3,3,3,4
1780,My old tablet finally died and I need a new one that comes with the right price.,2,3,3,3,4
1781,A light and sturdy computer with a great screen is what I need.,2,3,3,3,4
1782,My old computer died suddenly and I need a new one that is fast and economical. The screen should also be good looking.,2,3,3,3,4
1783,"My must-have feature is a backlit keyboard. Besides that, I need more-than-enough storage and CPU speed. I hope there would be a fast Wifi connection. The computer should be light though.",2,3,3,3,4
1784,I need a fast and lightweight computer.,2,3,3,3,4
1785,A good touchscreen should be included to the computer.,2,3,3,3,4
1786,I don't have a big budget so I need a computer that comes with a good price.,2,3,3,3,4
1787,I need the computer to be light enough that I can carry it around.,2,3,3,3,4
1788,I am finding a laptop with a high performance-cost ratio.,2,3,3,3,4
1789,I pay many effort into investigating computers and now I want a sturdy and portable one. The keys ought to be tight and accurate. The trackpad and screen size should come ideally.,2,3,3,3,4
1790,"I am finding myself a new computer that has a sharp screen and a good Bluetooth connection. The power brick should be small though. I want the computer to be thin and light, and its better to to fully articulated by hinges.",2,3,3,3,4
1791,"The screen should be gorgeous and responsive on my computer. Moreover, it should be fast.",2,3,3,3,4
1792,I am looking for the heapest option for my next computer which it should be fast and light. It should have good viewing angles and be easily expandable.,2,3,3,3,4
1793,"I am replacing my old computer with a lighter one. The setup should be fast, as well as the charging. The screen resolution, flip function, touch screen, keyboard, etc. should be good.",2,3,3,3,4
1794,"I am changing my computer of many years to a thinner, lighter and sleeker version. I need to the setup to be easy to follow. I want some nice features including facial recognition and touch screen. The battery life has to be good which can be charged quickly.",2,3,3,3,4
1795,"I want to have a new computer for myself. It should be slim and fast. The screen should be great, the keyboard should be tolerable and the touchscreen should be responsive.",2,3,3,3,4
1796,"I am finding myself a great computer that is solid and priced greatly. For the keyboard, I need the keys to be good typing, and it's better with backlight.",4,3,2,1,3
1797,My work require me to have a new computer so I am out here finding a thin computer with nice display and sturdy keyboard.,4,3,2,1,3
1798,"My old computer doesn't serve me anymore and I am getting myself a new one with good specs, good design and good build quality.",4,3,2,1,3
1799,I need a new computer for myself and I want it to come with superb build quality. The screen should be good and the clicks should have nice tactility. I hope it would be sleek and economical.,4,3,2,1,3
1800,I am not affordable to all computers but I want one that is fast and comes with minimal bloatware.,4,3,2,1,3
1801,I am finding a replacement for my old computer that a longer battery life is expected.,4,3,2,1,3
1802,I dont want my current computer anymore and I am looking for a new one coming with the perfect keyboard and screen.,4,3,2,1,3
1803,I have tried multiple brands and this time I am finding myself a portable computer.,4,3,2,1,3
1804,"I need to change to a new computer and I want it to have high portability, good display and good battery life.",4,3,2,1,3
1805,I am finding a computer for light office work and it should boot up quietly and be easy to set up.,4,3,2,1,3
1806,I need a light computer that holds my 3D programmes well.,4,3,2,1,3
1807,My old computer does not work as great as it was so I am finding a new one with a beautiful screen and good build quality. It would be great to feature a fingerprint sensor if it doesn't push up the price.,4,3,2,1,3
1808,I do a lot of travel so I am finding a slim computer that can do well at that.,4,3,2,1,3
1809,"I am finding a budget computer that is portable and cool. The battery life should be decent. Moreover, the computer should boot up fast.",4,3,2,1,3
1810,I want to replace my old computer to a better looking computer. It should also be light and economical. The technical specs and speakers should be great.,4,3,2,1,3
1811,I am finding a laptop for myself that is superfast and light. The games I play should work well on it. The design should be good though.,4,3,2,1,3
1812,I need a fast computer.,4,3,2,1,3
1813,"I will use the computer for general school work thus I need it to be lightweight, fast and portable.",4,3,2,1,3
1814,"My old laptop is not working and I am looking for a new one that is fast, portable and light.",4,3,2,1,3
1815,"I am in need of a new computer that is slim, portable and affordable. The technical features should be strong and the battery life should be great.",4,3,2,1,3
1816,A computer with high performance-cost ratio is what I need.,4,3,2,1,3
1817,"As a student of Systems Engineering, I need a fast and portable computer to get my programme done. The build quality should also be excellent.",4,3,2,1,3
1818,"The current computer is not working and I want a new one that is slim, light and well crafted.",4,3,2,1,3
1819,"I want to have a new computer that is lightweight, solid and has good specs.",4,3,2,1,3
1820,Speed is what I consider when purchasing a new computer.,4,3,2,1,3
1821,"I am not satisfied with my old computer and I want a new one that is light and portable. The battery life should be long and able to recharge quickly. I want the keys to be good to type on. Moreover, I need it to be fast and economical.",4,3,2,1,3
1822,I need a computer that comes with low price and high specs.,4,3,2,1,3
1823,My old computer is not working properly so I want a computer with a higher performance-cost ratio.,4,3,2,1,3
1824,I work for a long time so the battery life should be long enough to support my work.,4,3,2,1,3
1825,I want to gift myself a light and portable computer.,4,3,2,1,3
1826,My old computer is too slow so I need a faster and lighter one.,4,3,2,1,3
1827,I would be willing to pay an affordable price for a computer with amazing sound.,4,3,2,1,3
1828,I need a computer to replace my old computer that should be fast and quiet.,4,3,2,1,3
1829,"I plan to place a new laptop in my home and it should be lightweight, fast and quiet.",4,3,2,1,3
1830,"I want to upgrade my old computer that I want a faster, lighter and more attractive model. One more thing, I want a more stunning display.",4,3,2,1,3
1831,I am finding for a nice laptop that is slim and fast. The connectivity should be good. I don't want my eyes to be hurt so a non-glare screen is important. The keys should be chiclet though.,4,3,2,1,3
1832,I plan to buy a travel notebook so it should be slim and lightweight. The battery life should be long so I don't have to take a charger around. The fan should be quiet so I don't disturb others. I want the display to be beautiful and the mousepad and keyboard to be accurate.,4,3,2,1,3
1833,"My old computer needs replacement and I need the new one to be lightweight, quick and economical.",4,3,2,1,3
1834,"I am willing to wait for a computer that fits my needs: small, light and solid. The screen should be good.",4,3,2,1,3
1835,I am planning to replace my old computer and the new one should come with high performance-cost ratio. The battery life should be good and the display should have high quality. It would be great if the brightness is adjustable for the backlit keyboard.,4,3,2,1,3
1836,I am a student and I want to find a fast and light computer for my everday use. The display should have high resolution.,4,3,2,1,3
1837,I major in Computer Science and I am finding myself a quick computer.,4,3,2,1,3
1838,"I do a lot of typing at night so it would be good if the keys are highly visible at night. Moreover, the keyboard should be comfortable and responsive. I also want an amazing display to handle games well.",3,1,1,3,1
1839,I have to change my computer and I want a faster one with a good display.,3,1,1,3,1
1840,"I cannot an expensive computer but I still want it to be solid with good viewing angles. The keyboard should be awesome, as well as the trackpad. I don't want it to be filled with bloatware.",3,1,1,3,1
1841,I need an upgrade from my old computer that I want a better processor and a decent GPU. I also need a decent upgradability for further upgrade.,3,1,1,3,1
1842,I do photo editing and I am finding a computer that boot fast and run quietly. I hope there is plenty of storage with a good price.,3,1,1,3,1
1843,I am buying a laptop for my son so that he can play games with no problem.,3,1,1,3,1
1844,My old computer is sick and so I need new one that stays cool and quiet. I need a responsive keyboard and a loud audio output though.,3,1,1,3,1
1845,I need a new computer that is fast and own great backlit keyboard along with a beautiful display.,3,1,1,3,1
1846,I want to find the best computer with my limited budget.,3,1,1,3,1
1847,I need a good piece of computer with a low cost.,3,1,1,3,1
1848,Specs ought to be good on my computer.,3,1,1,3,1
1849,I need a fast computer to do video editing.,3,1,1,3,1
1850,"For a gamer, I need excellent graphics while running my games.",3,1,1,3,1
1851,I enjoy gaming and I am finding myself a computer that handle that with ease.,3,1,1,3,1
1852,"For my games, I need a high contrast on screen to make it looks good. Moreover, I need it to come with a strong case.",3,1,1,3,1
1853,I focus on the design of a laptop very much so a beautiful finish and a beautiful screen is a must. The keyboard and touchpad should also be good though.,3,1,1,3,1
1854,I am changing my old computer and I want the new one to be easy to upgrade with a high performance-cost ratio.,3,1,1,3,1
1855,I am going to find a fast computer for myself.,3,1,1,3,1
1856,I need to have the best use of money for the best computer.,3,1,1,3,1
1857,I am purchasing a new computer to replace my old one and the new one should come with mosterous storage capacity and high performance-cost ratio.,3,3,0,3,2
1858,I am finding a new computer that runs fast and includes good viewing angles.,3,3,0,3,2
1859,Computer is my business and I am finding myself a computer with high performance-cost ratio.,3,3,0,3,2
1860,I am buying a laptop for my brother who just entered into college and the amount of storage ought to be more than enough.,3,3,0,3,2
1861,I got many good years on my old computer and now I am changing to a faster model with a good touch screen and a good screen size.,3,3,0,3,2
1862,I recently hired a new assistant and I want to buy her a handy computer.,3,3,0,3,2
1863,I am finding myself a new computer that is fast and solidly built.,3,3,0,3,2
1864,I need a computer that coordinate well with my iPhone.,3,3,0,3,2
1865,I have got big hands so I need huge touchscreen and keyboard.,3,3,0,3,2
1866,I hope it would be easy to setup right out of the box.,3,3,0,3,2
1867,My boyfriend needs a new laptop that comes with good screen size and touch screen capability.,3,3,0,3,2
1868,I Skype with my friends so I need a good sound output so I hear them clearly. It should also be fast and light.,3,3,0,3,2
1869,My old computer lasts for five years and now I am finding a new one with large storage and high performance-cost ratio.,3,3,0,3,2
1870,I am an average user and I need a computer that comes with good speed.,3,3,0,3,2
1871,I need a good recommendation on a easy-to-set-up computer with not much bloatware.,3,3,0,3,2
1872,A good hard disk with a reasonable price is what I need.,3,3,0,3,2
1873,"I am finding a new computer that is light, handy and easy to use.",3,3,0,3,2
1874,My old computer is not working and I am finding a computer with a high performance-cost ratio.,3,3,0,3,2
1875,The computer I am buying must be fast.,3,3,0,3,2
1876,I want to have a new computer that has a high hard disk capacity with an excellent price.,3,3,0,3,2
1877,I need a light computer so I can carry it around.,3,3,0,3,2
1878,"The old computer doesn't have a touch screen so there should be one on my new computer. Moreover, the Bluetooth connection should be excellent.",3,3,0,3,2
1879,I cannot carry a heavy laptop around.,3,3,0,3,2
1880,I do streaming and gaming so I am finding a new laptop that does perfectly in both aspects.,3,3,0,3,2
1881,I have got a lot of files so I need plenty of memory.,3,3,0,3,2
1882,The hard drive of my old computer died so I need a new one with large storage and reasonable price.,3,3,0,3,2
1883,I am buying a Christmas present for my daughter and she wants it to be fast to meet her needs.,3,3,0,3,2
1884,I need a good keypad on my computer to get my job done.,3,3,0,3,2
1885,I am taking the computer around so I need it to be sleek and lightweight.,3,3,0,3,2
1886,I am looking for a nice computer with a low price for everyday use.,3,3,0,3,2
1887,I usually stick to one brand when it comes to computer and now I want a computer that runs cool  and be easily upgradable. I need the setup to be fast. I also want a responsive keyboard and quiet fan to enable the unit to run cool.,3,3,0,3,2
1888,My old computer has run solidly for eight years and I need a new one with a great price.,3,3,0,3,2
1889,I am buying something from the Black Friday Bargain and I want a new computer that comes with good picture and good sound quality.,3,3,0,3,2
1890,"I took it seriously on typing experience so I need a well sized keyboard that is easy to type on. The keys should be well placed and the touch screen should be responsive. Besides that, the battery life should be decent. I need it to multitask well too",4,3,5,4,3
1891,I would use the computer with my children so I need it to be light and sturdy. The hinges should be good. I want it to be natural when I am drawing on it.,4,3,5,4,3
1892,I am finding the best computer for my money.,4,3,5,4,3
1893,I am a student and I need a recommendation for a lightweight and thin computer. It should also be sleek and come with the perfect size.,4,3,5,4,3
1894,I am finding a computer for myself that show vivid colours and brightness. The build quality should be good with a responsive touchscreen.,4,3,5,4,3
1895,I need a handy computer.,4,3,5,4,3
1896,"I focus on the appearance of a laptop that it should be sleek, nice looking and light.",4,3,5,4,3
1897,I am getting a new tablet for my online college so I need a big screen and a nice pen. It should also be light and economical.,4,3,5,4,3
1898,I would have the tablet for office use so it should be easy to use.,4,3,5,4,3
1899,My son has some suggestion for me on the new computer and all I want is a big screen.,4,3,5,4,3
1900,I want to try something new that come with a cool touchscreen and sturdy hinges.,4,3,5,4,3
1901,I am finding myself a new laptop that is cheap and fast. It would be nice to feature a useful touch screen. I also want it to be light and sleek. The keyboard should be responsive though.,4,3,5,4,3
1902,I would carry my computer around so it would be great to be thin.,4,3,5,4,3
1903,I am in need of a new computer that comes with great battery. It should also be light with high processing speed.,4,3,5,4,3
1904,I draw on my tablet so a style pen is a must.,4,3,5,4,3
1905,I need an economical laptop for my New York trip so it should have a long battery life to stay within the flight. The processor should be good to allow me to play games well.,4,3,5,4,3
1906,I need to get my things to be done quickly so a fast update is necessary.,4,3,2,4,2
1907,I want to have a new computer that is easy to setup and produce good sound.,4,3,2,4,2
1908,"I will be using the laptop for work so it should be sleek, lightweight and easy to setup.",4,3,2,4,2
1909,I need a nice looking computer.,4,3,2,4,2
1910,I don't have a large budget so I need a computer that comes with a nice price.,4,3,2,4,2
1911,I am lacking money but I need a new computer that comes with a perfect price.,4,3,2,4,2
1912,I need a gift that is fast and economical.,4,3,2,4,2
1913,I want a new computer that comes with a high performance-cost ratio.,3,3,1,4,2
1914,I am buying a laptop for my daughter and she wants it to be lightweight with a high performance-cost ratio.,3,3,1,4,2
1915,I don't mind spending more money for a good computer.,4,3,0,2,2
1916,I am a software developer and I am finding a new computer that can run IDSs with no glitch in a low cost.,4,3,0,2,2
1917,I need some recommendations on a cheap computer which is easy to use and able to run smoothly.,4,3,0,2,2
1918,I want a fast computer with a reasonable price.,4,3,0,2,2
1919,I care about gaming experience so I want a computer that play games with no problem.,4,3,0,2,2
1920,I am not finding a fancy computer but a powerful computer with a low cost.,4,3,0,2,2
1921,Speed is what I concern when purchasing a new computer.,4,3,0,2,2
1922,I am finding a new computer with amazing boosted frequency and useful amount of RAM.,4,3,0,2,2
1923,I do basic business application on my laptop so I need sufficient amount of RAM and large drive of my data. I also need it to handle my task quickly. I would be grateful if it includes separate buttons for left and right click as my previous computer didn't. The computer have to stay within the budget of my company.,4,3,0,2,2
1924,I look into many reviews and all I want is a computer that is hast and cheap.,4,3,0,2,2
1925,I need to replace my old computer so I need a new computer with excellent CPU.,4,3,0,3,2
1926,I work on webpage design so I hope the computer can work my graphic design programmes well. I also need nice web cam to hold conferences.,4,3,0,3,2
1927,I need a new computer that is fast and well priced.,4,3,0,3,2
1928,My old computer isn't working so I need a new computer which is fast and responsive. I don't have much money so I hope the price to be reasonable.,4,3,0,3,2
1929,I want to change my old computer and I need a new one with a reasonable price.,4,3,0,3,2
1930,I don't have much money so I need a new computer with a good price.,4,3,0,3,2
1931,I need a fast computer.,4,3,0,3,2
1932,My old computer is too slow so I want a new one.,4,3,0,3,2
1933,I want to get to use the computer as soon as possible so it's better to have some pre-loaded software.,4,3,0,3,2
1934,I want a faster computer than my old ones.,4,3,0,3,2
1935,I need a replacement for my recently died computer and I want it to be easy to setup the new computer.,3,3,0,3,2
1936,I need to change my old business laptop and I am finding a model with a smooth keyboard and a nice look.,3,3,0,3,2
1937,I am irritanted with the other PCs and I want to find one that startup fast with no bloatware.,3,3,0,3,2
1938,"I don't do gaming so I just need a nice, clear touchscreen.",3,3,0,3,2
1939,I need a work horse that is light and quiet and easy to use. The touch screen should be awesome with a high performance-cost ratio.,3,3,0,3,2
1940,I am changing my old computer and I want a new one that is faster and more economical. There should be lots of memory.,3,3,0,3,2
1941,A fast computer with a responsive touchscreen is what I need.,3,3,0,3,2
1942,I want an economical and fast computer.,3,3,0,3,2
1943,My old computer needs replacement and the new one should come with good speakers and video quality with a low cost.,3,3,0,3,2
1944,I am waiting for my husband to buy me a lightweight computer that has the perfect size.,3,3,0,3,2
1945,My old computer doesn't work for me anymore so I need a new one with decent touch screen and sound. The price shouldn't be too high though.,3,3,0,3,2
1946,I need a fast computer.,3,3,0,3,2
1947,I want something that is simple to use because I don't know much about laptops.,3,3,0,3,2
1948,I need the computer to be big for me with a nice sound output.,3,3,0,3,2
1949,I need the laptop to look much as a PC so it should have a full keyboard and a good touchscreen.,3,3,0,3,2
1950,I do a lot of research before buying a new laptop and I want it to be fast and easy to setup and use.,3,3,0,3,2
1951,I need a real fast computer.,3,3,0,3,2
1952,I want to purchase a new computer that is fast and easy to setup.,3,3,0,3,2
1953,I am finding a fast computer that runs smoothly.,3,3,0,3,1
1954,I have always been hoping to have a fast computer with a backlit keyboard.,3,3,0,3,1
1955,"My old computer needs replacement and the new one should come with a big screen, sleek design and wonderful keyboard lighting.",3,3,0,3,1
1956,I know what I need for my new computer: good size and bright screen.,3,3,0,3,1
1957,I need a new notebook and I want it to be light and easy to use.,3,3,1,3,0
1958,I am new to laptop and I need a laptop that has a good touch screen and a big hard drive but a good price.,3,3,1,3,0
1959,A good touch screen should be installed on my new computer.,3,3,1,3,0
1960,I want a computer that is lightweight and fast.,3,3,1,3,0
1961,I want to replace my old computer that I want one which runs fast and silently. I want it to look sleek within my budget.,3,3,1,3,0
1962,Speed is what I concerned when buying a new computer.,3,3,1,3,0
1963,I am not a computer savvy and I want a computer that is easy to use.,3,3,1,3,0
1964,I need a Christmas present for my girlfriend and she wants a laptop that boot up fast and can be set up easily. The graphics should be amazing.,3,3,0,3,1
1965,I use laptop to watch movies so a large screen and clear pictures are necessary. I also want it to be easy to use and priced right.,3,3,0,3,1
1966,We are finding a new computer with a reasonable price.,3,3,0,3,1
1967,"I have to do homework at night so it's better to include a backlit keyboard. Moreover, I want it be to fast and lightweight.",3,3,0,3,1
1968,Our homeschooled kids need some computers with large screen for learning.,3,3,0,3,1
1969,I am finding a fast laptop with a high performance-cost ratio.,3,3,0,3,1
1970,My old laptop needs replacement and I need a new one that has beautiful laptop design and accommodating screen size. It should be lightweight including backlight features.,3,3,0,3,1
1971,I am considering to change my old computer and the new one should be sleek. I want it to run smoothly with an easy viewing screen.,3,3,0,3,1
1972,I need a new laptop that is fast and has a nice backlit keyboard.,3,3,0,3,1
1973,I need a low priced mechine that is easy to setyp and sound greatly.,4,3,1,4,2
1974,My old computer is not working and I need a new with good size and colour.,4,3,1,4,2
1975,I focus on the design and I want a good looking computer.,4,3,1,4,2
1976,I am looking for a Mother's Day present that is easy to setup.,4,3,1,4,2
1977,I need a fast computer,4,3,1,4,2
1978,My old computer doesn't work for me anymore and I need a fast one with lots of space.,4,3,1,4,2
1979,"For an everyday use computer, I need it to have good colour with great price.",4,3,1,4,2
1980,I need a new computer that is easy to setup with a high performance-cost ratio.,4,3,1,4,2
1981,"I am finding a replacement for my old computer and the new one should be light, solid and has a long battery life.",3,3,1,3,3
1982,I am in need of a new computer that is sleek and compact.,3,3,1,3,3
1983,I want to change my old computer and I am finding a new one that is nice looking and has nice backlit keys. The screen should be sharp though.,3,3,1,3,3
1984,I need to bring my computer to school so I hope it would be lightweight. Also I don't want to have bloatware on the computer.,3,3,1,3,3
1985,"I am planning to buy a new laptop and I want to new one to be silent, lightweight and easy to use. There should be lots of storage. The keyboard should be good with backlight.",3,3,1,3,3
1986,My old computer isn't working and I need to find a new one that is sleek and light. I need it to boot quickly while staying cool.,3,3,1,3,3
1987,I need a good keyboard for my typing work.,3,3,1,3,3
1988,"I want to have a new computer for myself and I need to to be sleek, light and easy to use. The design should be good though.",3,3,1,3,3
1989,I am findinging myself a better computer with competitive specs and budget price.,3,3,1,3,3
1990,I need a stylish computer for my work.,3,3,1,3,3
1991,"As a college student, I need a computer that has a large memory and high speed.",3,3,1,3,3
1992,I am looking for the best computer with the best price.,3,3,1,3,3
1993,I need a computer that is light and lasts long for me to work at the coffee shop.,3,3,1,3,3
1994,I have limited budget for a good computer.,3,3,1,3,3
1995,My girlfriend needs a computer that has a good design and a high performance-cost ratio.,3,3,1,3,3
1996,I need a computer with good processor.,3,3,1,3,3
1997,Quality and price must be balanced for my new computer.,3,3,1,3,3
1998,I am currently running out of savings but I want a nice computer with a nice price.,3,3,1,3,3
1999,I want to save my money for a good computer.,3,3,1,3,3
2000,My wife and I want to change the computer of our home and we are finding a computer that works quietly and fast. A good touch screen is also necessary.,3,3,1,3,2
2001,My computer just recently broke down so I need a new computer immediately. I need it to be cheap and fast. The ports should also be acceptable.,3,3,1,3,2
2002,I recently need a new computer that comes with high speed and minimal bloatware. I do multitasking so I hope it works well on that with a decent price.,3,3,1,3,2
2003,"I need a computer to write my master's papers so I need it to be light and portable to take it around. It should be running fast so I can finish my papers on time. For a better typing experience, I would need a great touchscreen and a responsive keyboard. Good resolution is also needed to protect my eyes.",3,3,1,3,2
2004,I am trying to find a new computer that comes with good design and light weight.,3,3,1,3,2
2005,I need a fast computer.,3,3,1,3,2
2006,I like computer that feels classy and sleek.,3,3,1,3,2
2007,I don't have much money so I would need a computer with reasonable price.,3,3,1,3,2
2008,The computer should have a high performance-cost ratio.,3,3,1,3,2
2009,I have some expectations on my new computer that it should have a good processor with enough RAM.,3,3,1,3,2
2010,I am finding the best computer that worth my money.,4,3,1,4,2
2011,I don't have much requirement for my new computer. I just want it to be economical and easy to set up.,4,3,1,4,2
2012,I often stick on to one brand and this time I am finding a laptop that is light and has a good keypad.,4,3,1,4,2
2013,My old computer needs replacement and I want a new one that has a nice screen and good keyboard.,4,3,1,4,2
2014,"I tend to choose brand with good reputation and I want a sleek, new computer that comes with the perfect size and a ergonomic keyboard.",4,3,1,4,2
2015,I want a computer with good performance and low cost.,4,3,1,4,2
2016,I hope the price would be reasonable for a good computer.,4,3,1,4,2
2017,Our mechanic said he needs a laptop that has a high performance-cost ratio.,4,3,1,4,2
2018,I won't expect too much for my new computer but a high performance-cost ratio is a must.,4,3,1,4,2
2019,I have got a lot of documents from my work so I need a new computer that can store all those files with a reasonable price.,4,3,1,4,2
2020,"It would be pleasant to have been able to use the computer as soon as possible, so it should be easy to set up. Moreover, the colours should be able to display greatly.",4,3,1,4,2
2021,I am taking the laptop to school so I want it to be light. I hope it would be able to startup fast with a low price.,4,3,1,4,2
2022,I want the computer to run fast while I am at school.,4,3,1,4,2
2023,"Out of all the features, colour is the aspect that I pay most attention on.",4,3,1,4,2
2024,I think the design of a computer do pay attribute.,4,3,1,4,2
2025,I am going to buy a new laptop online and I want it to have a good screen size.,4,3,1,4,2
2026,I need big keys for my big fingers.,4,3,1,4,2
2027,"I want to buy a new laptop so I can share it with my wife. The computer should have nice colour option and design. As it is for my wife, it should be light. The keys should be responsive and the screen should sharp. I don't want it to be too expensive.",4,3,1,4,2
2028,I have so many much more complicated things to do so I hope the setup would be easy.,4,3,1,4,2
2029,I would like to have a new computer that has great colours.,4,3,1,4,2
2030,I spend long time working on document so it's good to have a non-glare screen.,4,3,1,4,2
2031,I like computer with nice colour.,4,3,1,4,2
2032,I need an inexpensive device for school.,4,3,1,4,2
2033,My wife asks me to buy her an economical yet powerful computer.,4,3,1,4,2
2034,"My old computer is not working anymore so I need a cheap, pretty, new computer.",4,3,1,4,2
2035,I want to buy a new gaming laptop for myself that play games well and have a large storage. I also want it to be sleek and light.,4,3,1,4,2
2036,I hope my money is well spent on a powerful computer.,4,3,1,4,2
2037,I am finding a fast computer with an awesome screen.,4,3,1,4,2
2038,I have some light use of the computer and I hope the price wont be too expensive.,4,3,1,4,2
2039,I think design is important to a computer.,4,3,1,4,2
2040,I would like to have great colour on my computer.,4,3,1,4,2
2041,I like computers with beautiful colour and large screen.,4,3,1,4,2
2042,I am a student and I am finding an affordable computer that looks great.,4,3,1,4,2
2043,I am not having much money at the moment and what I need is a computer with a reasonable price.,4,3,1,4,2
2044,I need to take my computer to school so it's better to be lightweight.,3,3,1,4,2
2045,I need a replacement for my old laptop and I want a new one with good screen and nice price.,3,3,1,4,2
2046,I want a computer that is well designed.,3,3,1,4,2
2047,"I like things that are good looking, my new computer should not be left out.",3,3,1,4,2
2048,I need a computer that powers up smoothly with a reasonable price.,3,3,1,4,2
2049,I dont have much money so I need a computer that comes with a great price.,3,3,1,4,2
2050,I am saving money so I want a well priced computer.,3,3,1,4,2
2051,I like computers with sleek design.,3,3,1,4,2
2052,I hope my money is well paid for a high performance computer.,3,3,1,4,2
2053,I am finding a fast computer.,3,3,1,4,2
2054,I bring my laptop everywhere I go so I would like it to be sleek and lightweight.,3,3,1,4,2
2055,I do multitasking all the time so it'll be good to be able to split screens on an affordable computer.,3,3,1,4,2
2056,I do basic browsing and I am finding a cheap computer which comes up with the performance.,3,3,1,4,2
2057,I would need large storage for my files.,3,3,1,4,2
2058,"I wish the computer would perform greatly in images. Also, it should be light.",3,3,1,4,2
2059,I am finding the best computer with my limited budget.,3,3,1,4,2
2060,I am buying the computer for my family so I need a nice screen to protect their eyes.,3,3,1,4,2
2061,"I am a writer and I am looking for a computer that is fast, quiet and lightweight.",3,3,1,4,2
2062,I am finding a new gaming computer for myself and I want it to be fast and upgradeable. The setup should be nice and the keyboard should be great. I hope the price would be reasonable.,3,1,1,1,2
2063,A backup laptop is needed and I hope it comes with great specs with low cost. I want it to boot up fast and run programs well. I also hope the setup would be easy for me.,3,1,1,1,2
2064,"I am getting into gaming laptop so I want one that runs most games smoothly with good specs. The screen should have good viewing angles and the speakers should produce quality sound. I want the computer to run cool. Of course, it should look good with a reasonable price.",3,1,1,1,2
2065,I want to have a laptop for out-of-town use and I want a budget-friendly computer that handle games with no issue.,3,1,1,1,2
2066,"I am finding a replacement for my old computer and I want a new one that run games perfectly and incredibly fast, but with a great price.",3,1,1,1,2
2067,I am not really a gamer but I need a computer that is fast and economical.,3,1,1,1,2
2068,The computer I want should look cool and own a nice graphic card.,3,1,1,1,2
2069,I am new into computer gaming and I want something that runs smoothly with reasonable price.,3,1,1,1,2
2070,I play lots of games and I'm finding a new computer that run fast of all my games. I also own a VR headset and I want it to work well with that.,3,1,1,1,2
2071,I want to buy a new computer for gaming so I want it to download games quickly.,3,1,1,1,2
2072,I am buying a new computer for my wife and so the computer should play games with no problems.,3,1,1,1,2
2073,I am finding a computer for myself that is speedy and easy to setup. I would like it to feature backlit keyboard and touch screen.,4,3,1,3,2
2074,My old laptop is not working and I am finding a new one that has good amount of RAM and storage. It should play games well with a good price.,4,3,1,3,2
2075,I am in need of a new computer that has a good processor and a practical appearance. It should have less bloatware that my previous computers and be lightweight.,4,3,1,3,2
2076,I plan to have a great bargain on a new computer.,4,3,1,3,2
2077,I only have simple needs on my laptop so it just has to be lightweight and economical. The keyboard should be good though.,4,3,1,3,2
2078,Illuminated keyboard seems cool to me.,4,3,1,3,2
2079,I use my laptop for school so I need it to be light and sleek. It should also be fast and last long. The design and the touchscreen should be good as well.,4,3,1,3,2
2080,I am looking for a new computer that comes with a high performance-cost ratio.,4,3,1,3,2
2081,My old computer doesn't work for me anymore and I am finding a new one with terrifc specs in a great price. The case should be classy and not attachable to fingerprint.,4,3,1,3,2
2082,I haven't been using a laptop for a while and it would be good to be easy to set up.,4,3,1,3,2
2083,I need a functional yet inexpensive model.,4,3,1,3,2
2084,My old computer doesn't last long for the battery life and I hope the new one would.,4,3,1,3,2
2085,Speed is important to me when purchasing a new computer.,4,3,1,3,2
2086,I would like to have a sleek design for my next computer.,4,3,1,3,2
2087,I would look into the specs the computer comes with so it should have a large hard drive and a decent RAM.,4,3,1,3,2
2088,I want a nice matte finish on my new computer so no fingerprints would be attached to it.,4,3,1,3,2
2089,I am finding a nice computer that would fit my budget.,4,3,1,3,2
2090,I do a lot of typing at night so a backlit keyboard would help me a lot. It would be better if the computer is fast.,4,3,1,3,2
2091,I have limited budget so I need a new computer with great price.,4,3,1,3,2
2092,I am finding myself a new computer that is light and come with nice size. The battery should last long and be replaceable.,4,3,1,3,2
2093,"I am in a nursery school and I use my laptop several hours a day. I need it to be easy to set up. Also, it should be fast with the perfect screen size.",2,2,1,4,1
2094,I am getting a new computer for myself and I need it to be good looking with a great price.,2,2,1,4,1
2095,I am replacing an old computer and the new one should come with great price.,2,2,1,4,1
2096,An adequate screen should be installed on the computer.,2,2,1,4,1
2097,Speed is what I look into when purchasing a new computer.,2,2,1,4,1
2098,I need a computer that is easy to setup and come with a high quality monitor.,2,2,1,4,1
2099,I am finding a new computer that would startup quickly.,3,5,3,3,2
2100,I am using the computer for work so I need it to be fast and have bright colours.,3,5,3,3,2
